atc,1998,,Stadium entrance,gate,NN
atc,2002,,Computer junkie,geek,NN
atc,2004,,Canadian ___,geese,NNS
atc,2003,,Chromosome collection,genome,NN
atc,1998,,Bloke,gent,NN
atc,2002,,Adventure,gest,NN
atc,1998,,1814 treaty site,ghent,NNP
atc,2004,,Machinist's wedge,gib,NN
atc,2002,,Kind of certificate,gift,NN
atc,2001,,"Anaheim Angel, Benji ____",gil,NNP
atc,2004,,__ one's loins,gird,VB
atc,2004,,Essence,gist,NN
atc,1998,,Crest competitor,gleem,NNP
atc,1998,,Fluently talkative,glib,JJ
atc,2003,,Goo unit,glob,NN
atc,2003,,Cry of encouragement,goforit,VB
atc,2003,,VP's security agreement,goldenparachute,NN
atc,2000,,Not here,gone,JJ
atc,2003,,Make a boo-boo,goof,VB
atc,2004,,Albatross,gooney,NN
atc,1997,,Yankee pitcher,goosegossage,NNP
atc,1999,,Architectural style,gothic,JJ
atc,2003,,Quote (Part III),government,NN
atc,1998,,Greatly sought-after objectives,grails,NNS
atc,2001,,Pencil filler,graphite,NN
atc,2003,,Comprehend,grasp,VB
atc,2001,,Post-B.A. test,gre,NN
atc,1998,,Prime meridian,greenwichtime,NN
atc,2004,,Cookie-selling gr.,gsa,NNP
atc,2003,,Telecom giant,gte,NNP
atc,2004,,Pretense,guise,NN
atc,2001,,Revs the motor,guns,VBZ
atc,2002,,Old witch,hag,NN
atc,1998,,British field marshall,haig,NNP
atc,1998,,Hearty's companion,hale,JJ
atc,2002,,Grapefruit serving,half,NN
atc,1998,,Football intermission,halftime,NN
atc,2003,,Deck the _____....,halls,NNS
atc,1999,,Roach and March,hals,NNP
atc,2002,,Diner offering,hamsteak,NN
atc,2002,,CBer's name,handle,NN
atc,2002,,Popular word game,hangman,NN
atc,1998,,What the Mohs' scale measures,hardness,NN
atc,2003,,Wonderland character,hare,NN
atc,1998,,Mata ___,hari,FW
atc,1999,,Biblical verb,hast,VB
atc,1998,,Repugnance,hatred,NN
atc,2002,,"John, at sea?",head,NN
atc,1998,,Lead,head,NN
atc,1998,,Mythological haunter,hecate,NNP
atc,1998,,Composer Berlioz,hector,NNP
atc,2003,,__ Haw,hee,UH
atc,1998,,Uriah __,heep,NNP
atc,2003,,Successor,heir,NN
atc,2000,,Daughter of Loki,hel,NNP
atc,1999,,Nixon's 1960 running mate,henrycabotlodge,NNP
atc,2001,,"Sage, for one",herb,NN
atc,2002,,__ goes nothing!,here,RB
atc,2002,,Richie Havens hit,herecomesthesun,NNP
atc,1998,,Medal of Honor recipient,hero,NN
atc,2001,,Hair's partner,hide,NN
atc,2003,,Not monaural,hifiorstereo,JJ
atc,2001,,Arrogant,highhanded,JJ
atc,2001,,Silliness,highjinks,NNS
atc,2004,,Med. insurance option,hmo,NN
atc,2003,,Food warming shelf,hob,NNP
atc,2001,,Clear the weeds,hoe,VB
atc,2003,,Garden implement,hoe,NN
atc,2004,,Did some gardening,hoed,VBD
atc,1999,,Has a good poker hand,holdsafullhouse,VBZ
atc,2001,,Song by Paul,homewardbound,NNP
atc,2001,,British bonnet,hood,NN
atc,2001,,Partner of faith and charity,hope,NN
atc,2003,,Water down,hose,VB
atc,1999,,"The Plaza, for one",hotel,NN
atc,2004,,Lit barbecue,hotitem,NN
atc,2004,,One of 24,hour,NN
atc,2001,,French writer Victor ___,hugo,NNP
atc,1998,,Excuse me?,huh,UH
atc,1997,,Chill,ice,VB
atc,2004,,Kind of pick or pack,ice,NN
atc,2003,,Make sure of,ice,VB
atc,2002,,Like summer tea,iced,JJ
atc,1999,,Champagne bucket,icer,NN
atc,1999,,Eaves dropper?,icicle,NN
atc,2003,,Screen image,icon,NN
atc,2001,,Crete's highest mountain,ida,NNP
atc,1998,,My Own Private __,idaho,NNP
atc,1999,,Concept,idea,NN
atc,2001,,Be imaginative,ideate,VB
atc,1998,,"A day in March, May, July, or October",ides,NNS
atc,2004,,Not in use,idle,JJ
atc,2001,,Adored ones,idols,NNS
atc,2003,,"Driver's licenses, e.g.",ids,NNS
atc,2000,,Psyche parts,ids,NNS
atc,1998,,Aviation pioneer Sikorsky,igor,NNP
atc,2004,,Dr. Frankenstein's assistant,igor,NNP
atc,2003,,Lesser Antilles island,iledemargarita,NNP
atc,2001,,Laid up,ill,JJ
atc,2004,,Woes,ills,NNS
atc,1998,,Shed light on,illume,VB
atc,1998,,Likeness,image,NN
atc,1998,,Stick on a stick,impale,VB
atc,2002,,Get in the way,impede,VB
atc,2003,,Incapable of being affected,impervious,JJ
atc,2004,,Native,inborn,JJ
atc,2003,,Early Peruvian,inca,NNP
atc,1998,,African peoples,indaba,FW
atc,2003,,All thumbs,inept,JJ
atc,2000,,Clumsy,inept,JJ
atc,2001,,Take a breath,inhale,VB
atc,2002,,Squid secretion,ink,NN
atc,2003,,Desk accessory,inkstand,NN
atc,2000,,Certain relative,inlaw,NN
atc,2003,,Privy to,inon,JJ
atc,2003,,Apropos of,inre,IN
atc,2002,,Bill-changer instruction,insert,VB
atc,2003,,Guts,insides,NNS
atc,2001,,"Chevron, to Sarge",insignia,NN
atc,1997,,"Opening remarks, casually",intro,NN
atc,2004,,Flood,inundate,VB
atc,1999,,Skye on film,ione,NNP
atc,1997,,Wall St. deal,ipo,NN
atc,2002,,Gershwin or Levin,ira,NNP
atc,2002,,"Nest egg, for short",ira,NN
atc,2000,,Neighbor of Pakistan,iran,NNP
atc,1998,,Tax-deferred accts.,iras,NNS
atc,2003,,From the Emerald Isle,irish,JJ
atc,2001,,Whipped cream-topped beverage,irishcoffee,NN
atc,2004,,Isle of Man surrounder,irishsea,NNP
atc,2003,,Member of the sporting group,irishsetter,NNP
atc,2001,,April initials,irs,NNP
atc,2003,,Man or Wight,isle,NN
atc,2002,,"Presque ___, ME",isle,NNP
atc,2003,,"Wight, for one",isle,NN
atc,2003,,Distinctive doctrines,isms,NNS
atc,2003,,Neighbor of Syr.,isr,NNP
atc,2002,,Roads in old Rome,iters,NNS
atc,1999,,Drip-feed tubes,ivs,NNS
atc,2001,,Boxer's blow,jab,NN
atc,2003,,Bignonia-family shrub,jacaranda,NN
atc,1998,,Spree,jag,NN
atc,1998,,Compress,jam,VB
atc,2004,,Rattle,jar,VB
atc,1998,,Camouflage-colored vehicles,jeeps,NNPS
atc,2004,,Pull hard,jerk,VB
atc,1998,,Prank,jest,NN
atc,2000,,Exercises,jogs,VBZ
atc,2003,,Farm implement manufacturer,johndeere,NNP
atc,2001,,Bon Jovi of rock,jon,NNP
atc,2000,,Very small amounts,jots,NNS
atc,1998,,With good cheer,jovially,RB
atc,2004,,Betrayer,judas,NNP
atc,1998,,Child or Roberts,julia,NNP
atc,1998,,Louis-Dreyfuss,julia,NNP
atc,2001,,Psychologist Carl,jung,NNP
atc,2001,,Pillow-filling fiber,kapok,NN
atc,2003,,Actor Casey,kasem,NNP
atc,1998,,US __ (sneaker name),keds,NNPS
atc,2002,,He's a real doll,ken,NNP
atc,1999,,Murray and Berry,kens,NNPS
atc,2000,,Annual sporting event,kentuckyderby,NN
atc,1999,,Held onto,kept,VBD
atc,2001,,Indication,key,NN
atc,1998,,Glove material,kidskin,NN
atc,2004,,"Kunta of ""Roots""",kinte,NNP
atc,2002,,Asian currency,kip,FW
atc,2003,,Fuzzy fruit,kiwis,NNS
atc,1999,,Twittering Machine artist,klee,NNP
atc,2003,,Knock-__,kneed,VBN
atc,1998,,Make a stocking cap,knit,VB
atc,2000,,Make an afghan,knit,VB
atc,1999,,Web MD guru,koop,NNP
atc,2003,,Japanese city on Honshu,kyoto,NNP
atc,2003,,VIXEN,ladyfox,NN
atc,1997,,Less convincing,lamer,JJR
atc,2002,,"Worse, as excuses go",lamer,JJR
atc,2001,,Knight's carry-on,lance,NN
atc,2002,,Cavalryman,lancer,NN
atc,2001,,Gargantuan,large,JJ
atc,2002,,They're usually on the horn,lariats,NNS
atc,2003,,Does high-tech surgery,lases,NNS
atc,2004,,Galloway gal,lass,NN
atc,1999,,Young woman,lass,NN
atc,1998,,Calf catcher,lasso,NN
atc,1998,,Like the White Rabbit of Wonderland,late,JJ
atc,2003,,Passing plays,laterals,NNS
atc,1998,,Rubber-plant sap,latex,NN
atc,2004,,Carpenter's strip,lath,NN
atc,2001,,Wood shaper,lathe,NN
atc,1998,,Coffee shop order,latte,NN
atc,2002,,Praise,laud,VB
atc,1997,,Wash,lave,VB
atc,2001,,Washed,laved,VBN
atc,2002,,Grid Hall of Famer Bobby,layne,NNP
atc,2003,,Lapis follower,lazuli,NN
atc,2003,,Meadow,lea,NNP
atc,1998,,Browse through,leaf,VB
atc,1998,,Jacob's first wife,leah,NNP
atc,2002,,Auto agreements,leases,NNS
atc,1998,,"Renault, once",lecar,NNP
atc,1999,,Jeans name,lee,NNP
atc,1998,,Dirty look,leer,NN
atc,1999,,Diamond of gangsterdom,legs,NNP
atc,2004,,Trip components,legs,NNS
atc,1999,,Ash Wednesday beginner,lent,NNP
atc,1998,,__ majesty (crime against the state),lese,FW
atc,1999,,To a smaller degree,less,RBR
atc,1999,,Diminish,lessen,VB
atc,1998,,Give up,letgoof,VB
atc,2004,,Was a varsity standout,lettered,JJ
atc,1998,,Hansen of NPR's Weekend Edition,liane,NNP
atc,2001,,Fabulist,liar,NN
atc,1999,,Ananias and his ilk,liars,NNS
atc,2001,,Kind of protest,liein,JJ
atc,1998,,Deceive,lieto,VB
atc,1998,,City north of Dayton,lima,NNP
atc,2002,,Restrict,limit,VB
atc,2004,,Evans or Hunt,linda,NNP
atc,2000,,Cotton thread,lisle,NN
atc,2002,,Put a match to,lit,VBD
atc,2003,,One of the Cartwright brothers?,littlejoe,NNP
atc,2003,,Turandot slave,liu,NNP
atc,2004,,Gaucho's plain,llano,FW
atc,2004,,Shipment,load,NN
atc,1998,,Goldbricks,loafs,NNS
atc,2002,,"Dark, rich soil",loam,NN
atc,1998,,Part of S&L,loan,NN
atc,2001,,Express alternative,local,JJ
atc,1999,,MGM founder,loew,NNP
atc,2004,,Enter,log,VB
atc,2004,,Flume floater,log,NN
atc,2002,,Seating request,loge,NN
atc,1998,,River blockage,logjam,NN
atc,2001,,Victory at Sea,longestsymphony,NNP
atc,1998,,London lavatory,loo,NN
atc,1999,,Diving bird,loon,NN
atc,1999,,The __ of Flatbush (1974 Stallone flick),lords,NNS
atc,1998,,"Greene of ""Bonanza""",lorne,NNP
atc,2003,,Play by Neil,lostinyonkers,NNP
atc,2003,,A great many,lots,NNS
atc,2003,,Oriental bloom,lotus,NN
atc,2003,,Adoration,love,NN
atc,2002,,Immoral,low,JJ
atc,1998,,The Red Pony co-star,loy,NNP
atc,2003,,Dianetics author ___ Hubbard,lron,NNP
atc,2004,,Legal tender,lucre,NN
atc,1998,,Type of moth,luna,JJ
atc,1999,,Act the siren,lure,NN
atc,2001,,Part of 49A,luxurytax,NN
atc,2002,,Lady's address,maam,NN
atc,2002,,Singer Davis,mac,NNP
atc,1998,,Scepter,mace,NN
atc,1999,,Speed-of-sound word,mach,NN
atc,1998,,Civic org.,madd,NNP
atc,1999,,"West of ""I'm No Angel""",mae,NNP
atc,2004,,Wise trio,magi,NNS
atc,2003,,Penn and Teller's specialty,magic,NN
atc,1998,,Fridge decoration,magnet,NN
atc,1998,,"Straighten, as one's bed",make,VB
atc,1998,,Slander,malign,VB
atc,1998,,Lions' coifs,manes,NNS
atc,2003,,Mariachi band instrument,maraca,NN
atc,1998,,Artist Chagall,marc,NNP
atc,1998,,Pelagic,maritime,JJ
atc,1998,,The Red Planet,mars,NNP
atc,1998,,Mardi Gras wear,masks,NNS
atc,2004,,Spars,masts,NNS
atc,1998,,Kind of idol,matinee,JJ
atc,2002,,Heavy hammer,maul,NN
atc,1998,,Harvard degs.,mbas,NNS
atc,1998,,Average,mean,JJ
atc,1998,,"Anne of ""Archie Bunker's Place""",meara,NNP
atc,2003,,Pre-___ (doc.track),med,NN
atc,2003,,Happen upon,meet,VB
atc,2001,,Conductor Zubin,mehta,NNP
atc,2002,,Funny man Brooks,mel,NNP
atc,2002,,Kind of toast,melba,NN
atc,1999,,Soften up,melt,VB
atc,1998,,Part of a group,member,NN
atc,1998,,Spiteful remarks,meows,NNS
atc,2003,,Just,mere,JJ
atc,2002,,First name in TV talk,merv,NNP
atc,2001,,More untidy,messier,JJR
atc,1998,,It's read by the gas man,meter,NN
atc,2003,,Sounded catty?,mewed,VBD
atc,1999,,Kittens' cries,mews,NNS
atc,2004,,Impasse,mexicanstandoff,NN
atc,2002,,Rambo rescuers,mias,NNPS
atc,1999,,Input devices,mice,NNS
atc,2001,,Jagger of the Rolling Stones,mick,NNP
atc,2001,,Started the day right?,milked,VBD
atc,1998,,Saw or wind ender,mill,NN
atc,1998,,Dice,mince,VB
atc,2003,,Underage coal-digger?,minorminer,NN
atc,2002,,After-dinner freebies,mints,NNS
atc,2002,,Negative,minus,IN
atc,1999,,Christmas greenery,mistletoe,NN
atc,2004,,Teary,mistyeyed,JJ
atc,2003,,Extinct ostrich,moa,NN
atc,2004,,1994 Alpine skiing gold medalist Tommy,moe,NNP
atc,1998,,Curly's tormentor,moe,NNP
atc,2002,,Sweater material,mohair,NN
atc,2002,,Bedewed,moist,JJ
atc,1997,,Filling station,molar,NN
atc,2004,,Brotherhood members,monks,NNS
atc,2004,,__ juice (milk),moo,NN
atc,2002,,Code word?,morse,NNP
atc,2003,,Closet invader,moth,NN
atc,2001,,Sweater eater,moth,NN
atc,2001,,May event,mothersday,NNP
atc,1998,,Artistic themes,motifs,NNS
atc,2001,,Grass cutter,mower,NN
atc,1998,,Makes faces at the camera,mugs,VBZ
atc,2001,,Add spice to wine,mull,VB
atc,1997,,Our ___ Friend,mutual,JJ
atc,2003,,"Zip, to Zapata",nada,NN
atc,2003,,Ingenuous to Yves,naif,FW
atc,2002,,Filed item,nail,NN
atc,1999,,Establish conclusively,naildown,VB
atc,1998,,Arnold Schwarzenegger has a long one,name,NN
atc,1998,,Thai river,nan,NNP
atc,2002,,Darling's dog,nana,NNP
atc,2001,,"Mary Poppins, for one",nanny,NN
atc,2004,,Back of the neck,nape,NN
atc,2004,,Cape Canaveral gr.,nasa,NNP
atc,1998,,The __ of Islam,nation,NNP
atc,2003,,Congressional vote,nay,NN
atc,1998,,Least remote,nearest,JJS
atc,2003,,Without ice,neat,JJ
atc,1998,,Dime-novelist Buntline,ned,NNP
atc,2002,,Nancy Drew's boyfriend,ned,NNP
atc,2004,,Can't live without,need,VB
atc,2004,,Required,needed,VBN
atc,1998,,"Refusals, in short",negs,NNS
atc,2004,,Diamond of fame,neil,NNP
atc,2001,,Classic start,neo,JJ
atc,1999,,Sign element,neon,NN
atc,2004,,They'd rather study than party,nerds,NNS
atc,2000,,Sea nymph of Greek mythology,nereid,NN
atc,2004,,Famous fiddler,nero,NNP
atc,1998,,Peter and Franco,neros,NNPS
atc,1998,,Aerie,nest,NN
atc,2002,,Court divider,net,NN
atc,1999,,Jersey hoopsters,nets,NNPS
atc,1998,,Reno's state,nevada,NNP
atc,2000,,Unused,new,JJ
atc,1998,,Most fashionable,newest,JJS
atc,2002,,Tagliabue's org.,nfl,NN
atc,2002,,Sibling's offspring,niece,NN
atc,2001,,Diarist Anais,nin,NNP
atc,2003,,Robert De ___,niro,NNP
atc,2003,,Czechoslovakian city,nitra,NNP
atc,2004,,Capone associate Frank,nitti,NNP
atc,2004,,Ancient mariner,noah,NNP
atc,1998,,Duke or earl,noble,NN
atc,2001,,Swellings,nodes,NNS
atc,1998,,Blithe Spirit author Coward,noel,NNP
atc,2001,,Christmas,noel,NN
atc,2004,,Christmas carol,noel,NN
atc,2002,,Thumbs-downs,noes,NNS
atc,1997,,Preferred checking account,nofee,JJ
atc,2001,,Stop beginner,non,NN
atc,1999,,Zilch,none,NN
atc,2004,,Composition for an ennead,nonet,NN
atc,2002,,Outside the law,nonlegal,JJ
atc,2004,,Twelve,noon,NN
atc,1998,,Pinocchio's lie detector,nose,NN
atc,2003,,Commenting on,noticing,VBG
atc,2002,,Part of speech,noun,NN
atc,1998,,PBS series,nova,NNP
atc,2003,,At this time,nowadays,RB
atc,2004,,Pistol-packing org.,nra,NN
atc,2002,,Subtle difference,nuance,NN
atc,2003,,Gist,nub,NN
atc,1999,,Pushy people?,nudgers,NNS
atc,2000,,Woman with a habit,nun,NN
atc,2000,,Greek letters,nus,FW
atc,1998,,Comedian Louis,nye,NNP
atc,2002,,Galoot,oaf,NN
atc,2004,,"Flabby, and then some",obese,JJ
atc,2001,,Paid attention to,obeyed,VBD
atc,2002,,Off-Broadway award,obie,NNP
atc,2002,,Aim: Abbr.,obj,NN
atc,1999,,"Seat of Marion County, FL",ocala,NNP
atc,1998,,Spotted cat,ocelot,NN
atc,2002,,Earth tone,ochre,NN
atc,1999,,Yellowish,ochreous,JJ
atc,1999,,Where Lts. are trained,ocs,NNS
atc,1997,,Columbus Day mo.,oct,NNP
atc,2004,,"Eight, in combinations",octa,NN
atc,2001,,Like a single sock,odd,JJ
atc,2000,,Lyric poems,odes,NNS
atc,2004,,Golden Boy writer Clifford,odets,NNP
atc,1999,,Thor's dad,odin,NNP
atc,2001,,Parts maker,oem,NNP
atc,2001,,Wine: Prefix,oeno,NN
atc,1998,,"Repeatedly, in rhyme",oft,RB
atc,2003,,Molding shape,ogee,NN
atc,2004,,Legendary monsters,ogres,NNS
atc,2003,,Mitchell belle,ohara,NNP
atc,2004,,Whoopee!,ohboy,UH
atc,2004,,Burns classic,ohgod,NNP
atc,1998,,Impedance unit,ohm,NN
atc,2002,,Gumbo veggie,okra,NN
atc,2002,,Stew vegetable,okra,NN
atc,2002,,Doo-wop classics,oldies,NNS
atc,2003,,Margarines,oleos,NNS
atc,2001,,Pamplonan street sounds,oles,UH
atc,2002,,Hodgepodge,olio,NN
atc,2003,,Actor Sharif,omar,NNP
atc,1997,,Warning,omen,NN
atc,1998,,Fail to mention,omit,VB
atc,2000,,Leave out,omit,VB
atc,2000,,Melville novel,omoo,NNP
atc,2001,,Melville work,omoo,NNP
atc,2004,,"Not __! (""Never!"")",onabet,RB
atc,2002,,__ Fine Day,one,CD
atc,2004,,My __ and Only,one,CD
atc,1999,,20% of a fin,one,CD
atc,2004,,Ryan or Tatum,oneal,NNP
atc,1998,,Vegas enticements,onearmedbandits,NNS
atc,2004,,Hit by 39A,onemomentintime,NNP
atc,2000,,Wallet fillers,ones,NNS
atc,2003,,Salad pepper-upper,onion,NN
atc,2003,,Japanese Beatle?,ono,NNP
atc,2002,,Expression of joy,ooh,UH
atc,1998,,Klutzy comment,oops,UH
atc,1999,,Milky stone,opal,NN
atc,1997,,Gallery offering,opart,NN
atc,2004,,Oily group?,opec,NN
atc,1999,,Out-of-doors,openair,JJ
atc,2000,,In public,openly,RB
atc,1998,,"Falstaff, e.g.",opera,NN
atc,1998,,Mayberry carrottop,opie,NNP
atc,1997,,Nocturnal marsupials,opossums,NNS
atc,2002,,Foes,opponents,NNS
atc,1999,,Measure against,oppose,VB
atc,1998,,Photo ___,ops,NNS
atc,1998,,Choose,opt,VB
atc,1999,,Kind of exam,oral,JJ
atc,1998,,Reverend Roberts,oral,NNP
atc,2001,,Mount the soapbox,orate,VB
atc,1998,,"Sun or moon, e.g.",orb,NN
atc,2003,,Ocean predator,orca,NN
atc,1998,,"Quint's ship in ""Jaws""",orca,NNP
atc,2003,,Northwestern st.,ore,NNP
atc,1998,,Acrylic fiber,orlon,NN
atc,2003,,River to the English Channel,orne,NNP
atc,1998,,Minneapolis suburb,orono,NNP
atc,2003,,Hockey great,orr,NNP
atc,1999,,Lyricist Hammerstein,oscar,NNP
atc,1999,,Work-safety org.,osha,NNP
atc,2004,,Worker safety gr.,osha,NNP
atc,2003,,Fahrenheit 451 actor Werner,oskar,NNP
atc,2003,,Wild Bill's WW II org.,oss,NNP
atc,1999,,Actor Davis,ossie,NNP
atc,1998,,"Davis of ""Grumpy Old Men""",ossie,NNP
atc,2004,,Our Gang affirmative,otay,UH
atc,2003,,Ear-related prefix,oto,NN
atc,2001,,Nebraskan natives,otos,NNS
atc,1998,,Famous Giant,ott,NNP
atc,2002,,Giant of a Giant,ott,NNP
atc,2004,,Legendary Giant,ott,NNP
atc,1999,,Furry swimmer,otter,NN
atc,1998,,Beetle Bailey pooch,otto,NNP
atc,2002,,No longer fashionable,out,JJ
atc,2002,,Egg-shaped,oval,JJ
atc,2001,,Elliptical,oval,JJ
atc,2004,,Like a famous office,oval,JJ
atc,1998,,Shape of the Old Brickyard,oval,NN
atc,2004,,Cooking chamber,oven,NN
atc,2003,,Hot spot,oven,NN
atc,2002,,Done,over,IN
atc,2000,,Excess,overkill,JJ
atc,1997,,Above-board,overt,JJ
atc,2002,,Was in the hole,owed,VBD
atc,1998,,Carson's predecessor,paar,NNP
atc,1998,,Certain racehorse,pacer,NN
atc,2001,,Military chaplain,padre,NN
atc,2004,,Beep,page,VB
atc,2002,,Prehistoric life pursuer,palaeontologist,NN
atc,2003,,Monty Python team member,palin,NNP
atc,2004,,Judges' group,panel,NN
atc,2001,,Haydn or Hemingway,papa,NN
atc,1998,,Mama's partner,papa,NN
atc,2002,,Deflect a blow,parry,VB
atc,1999,,"Annie Oakley, for one",pass,NN
atc,2004,,__-cake,pata,NN
atc,2003,,Country lane,path,NN
atc,2004,,Redo the road,pave,VB
atc,2002,,Handled roughly,pawed,VBD
atc,2004,,Agt.'s take,pct,NN
atc,2004,,APB broadcasters,pds,NNS
atc,1999,,Hee Haw's Minnie,pearl,NNP
atc,2003,,TWO,peasinapod,NNS
atc,2003,,Bog product,peat,NN
atc,2002,,Type of moss,peat,NN
atc,1998,,Get-up-and-go,pep,NN
atc,1998,,Kind of talk or pill,pep,JJ
atc,1998,,___ up (enlivens),peps,VBZ
atc,2000,,____ diem,per,FW
atc,2004,,For each,per,IN
atc,1998,,Rare musical ability,perfectpitch,NN
atc,1998,,Problem for Pauline,peril,NN
atc,1999,,Individual,person,NN
atc,2003,,Durango dinero,peso,NNP
atc,1998,,"Dennis, to Mr. Wilson",pest,NN
atc,2003,,Annoyances,pests,NNS
atc,2003,,Favorite,pet,JJ
atc,1998,,Hoops legend Maravich,pete,NNP
atc,1998,,__ out (exhaust),peter,VB
atc,2004,,Lab dish,petri,NN
atc,1999,,Fuzzy Zoeller's gr.,pga,NNP
atc,1998,,Punxsutawney __,phil,NNP
atc,2003,,"Kingdom divisions, biologically",phyla,NNS
atc,2001,,"Steinway, e.g.",piano,NN
atc,2004,,Cinch,pieceofcake,NN
atc,1998,,Coins,pieces,NNS
atc,1998,,Bridge platform,pier,NN
atc,2002,,Heaps,piles,NNS
atc,1998,,United employees,pilots,NNS
atc,1998,,Arcade games,pinballmachines,NNS
atc,2002,,Soup bean,pinto,NN
atc,2002,,Pocket bread,pita,NN
atc,1999,,Actress ZaSu,pitts,NNP
atc,1997,,Adjuration,plea,NN
atc,2002,,Enviable assignment,plum,NN
atc,2002,,More than,plus,IN
atc,1998,,Ulalume author,poe,NNP
atc,1998,,Donne or Dickinson,poet,NN
atc,1998,,Versifier,poet,NN
atc,2003,,Comic strip possum,pogo,NNP
atc,2003,,Okefenokee Swamp resident,pogo,NNP
atc,2002,,Totally opposite,polar,JJ
atc,1998,,Sport with mounts and mallets,polo,NN
atc,1999,,Consider at length,ponder,VB
atc,2001,,Cold cream brand,ponds,NNP
atc,1998,,Pioneering video game,pong,NNP
atc,1999,,"__-Bah (""The Mikado"" character)",pooh,NNP
atc,1999,,Down-and-out,poor,JJ
atc,1999,,Stovetop vessel,pot,NN
atc,2001,,Including shipping: abbr.,ppd,NN
atc,2002,,Commend,praise,VB
atc,2001,,Idle chatterers,praters,NNS
atc,1998,,Dresses to the nines,preens,VBZ
atc,1998,,Carnivore's quarry,prey,NN
atc,2003,,Strait-laced,prim,JJ
atc,1998,,Laborer,prole,NN
atc,2002,,Air spinner,propeller,NN
atc,1998,,Pop the question,propose,VB
atc,1998,,Expression of disbelief,pshaw,UH
atc,1997,,Greek character,psi,FW
atc,1998,,"Hey, you!",psst,UH
atc,1999,,They have open houses,ptas,NNS
atc,1998,,"__ Arenas, Chile",punta,NNP
atc,1998,,Stickler for perfection,purist,NN
atc,1999,,Don,puton,VB
atc,2002,,Ear cleaner,qtip,NN
atc,2003,,Circular game piece,quoit,NN
atc,2001,,"Indy, for one",race,NN
atc,2001,,Meet event,race,NN
atc,1998,,Inflorescence,raceme,NN
atc,1999,,__ Dawn Chong,rae,NNP
atc,2002,,Floater,raft,NN
atc,1999,,Crowd cheers,rahs,NNS
atc,1998,,___ on Entebbe,raid,NN
atc,2002,,Symbol of thinness,rail,NN
atc,1999,,October yard worker,raker,NN
atc,2003,,Northern Minnesota resort capital,ranier,NNP
atc,2003,,One who carries on,ranter,NN
atc,2002,,Certain mod music,rap,NN
atc,2003,,Kind of session,rap,NN
atc,1998,,Still bloody,rare,JJ
atc,2001,,Harder to locate,rarer,JJR
atc,1999,,__ Tafari,ras,NNP
atc,2002,,Evaluator,rater,NN
atc,2003,,Sent out shafts of light,rayed,VBD
atc,1998,,Synthetic textile,rayon,NN
atc,1998,,Demolish,raze,VB
atc,2002,,Primer,reader,NN
atc,1998,,Most prepared,readiest,JJS
atc,2000,,Genuine,real,JJ
atc,1997,,Rope,reata,NN
atc,2001,,McEntire of country,reba,NNP
atc,2001,,Singer McEntire,reba,NNP
atc,2002,,Insurrectionist,rebel,NN
atc,1997,,Win back,recoup,VB
atc,2003,,Decorating anew,redoing,VBG
atc,2002,,Lipstick colors,reds,NNS
atc,1999,,Great Barrier __,reef,NN
atc,2002,,Female ruff,reeve,NN
atc,1998,,Foul caller,ref,NN
atc,2001,,TKO caller,ref,NN
atc,2003,,Attribute to,refer,VB
atc,1998,,WWF officials,refs,NNS
atc,2002,,Marley's music,reggae,NN
atc,2003,,Harness piece,rein,NN
atc,2002,,Put out,release,VB
atc,2003,,1934 Douglas Freeman biography,relee,NNP
atc,2000,,Dreamer's reactions,rems,NNS
atc,2003,,Stimpy's pal,ren,NNP
atc,2000,,Tear,rend,VB
atc,1998,,Painter Magritte,rene,NNP
atc,2001,,Philosopher Descartes,rene,NNP
atc,2003,,Time extension?,renewal,NN
atc,1998,,"Italian painter, Guido _____",reni,NNP
atc,1999,,Lives in an apartment,rents,VBZ
atc,1998,,Classic car,reo,NNP
atc,1999,,Resumed,reopened,VBD
atc,1998,,Turn off,repel,VB
atc,1998,,Lie back,repose,VB
atc,1998,,Adjust,reset,VB
atc,1999,,Caesura,rest,NN
atc,1999,,Take five,rest,VB
atc,2003,,Part of eye makeup,retina,NN
atc,1999,,Hit the sack,retire,VB
atc,2000,,Employs again,reuses,VBZ
atc,1997,,Gun the engine,revup,VB
atc,2001,,"Rock and Roll, Hoochie Koo singer",rickderringer,NNP
atc,2003,,Fixes election results,rigs,NNS
atc,2003,,Disgruntled,riled,VBN
atc,2003,,Grande or Plata,rio,NNP
atc,2003,,Turbulent scene,riot,NN
atc,1998,,Kind of artist,ripoff,JJ
atc,1998,,__ of passage,rite,NN
atc,2003,,Heredity init.,rna,NN
atc,1998,,Extra cellular fee,roam,NN
atc,1997,,Stern sidekick,robinquivers,NNP
atc,2002,,Spare the __ ...,rod,NN
atc,1997,,Thesaurus title,rogets,NNP
atc,2002,,Nancy rich kid,rollo,NNP
atc,2003,,Gambrel or mansard,roof,NN
atc,2002,,Wide World of Sports creator Arledge,roone,NNP
atc,1999,,TV producer Arledge,roone,NNP
atc,2000,,Tie or lanyard,rope,NN
atc,1998,,One of California's Santas,rosa,NNP
atc,2003,,Abie's girl,rose,NNP
atc,1999,,American Beauty,rose,NNP
atc,2000,,Poet Christina,rossetti,NNP
atc,1998,,Fixed procedure,rote,NN
atc,2003,,Propels a watercraft manually,rows,VBZ
atc,1998,,Judge Bean,roy,NNP
